name,gender,street,city,state,county,email,phone,age,birthday,national_id,blood_type,disease
Sara,female,81 Ballifeary Road,BALLINGHAM,,United Kingdom,SaraMDejesus@armyspy.com,079 1820 1162,53,2/6/1967,CR 93 89 02 B,B+,Rubella
Irene,female,76 Pendwyallt Road,BURTON,,United Kingdom,IreneJValtierra@rhyta.com,078 2803 0806,37,10/31/1982,OK 14 77 50 D,O+,Aphakia
John,male,3228 Luke Lane,Stonewall,Oklahoma,United States,JohnTRay@dayrep.com,580-265-9289,28,8/8/1991,441-20-7878,O+,High risk pregnancy
Michele,female,68 Colorado Way,RHYDYCROESAU,,United Kingdom,MicheleALinville@cuvox.de,078 4190 1624,77,3/21/1942,XK 16 62 11 D,O+,Fibromyalgia
Larry,male,88 St Dunstans Street,WATERSIDE,,United Kingdom,LarryTEdwards@fleckens.hu,077 2134 3523,68,4/17/1951,TT 79 84 20 C,O+,Band Shaped Keratopathy
Jaime,male,3336 Arrowood Drive,Orlando,Florida,United States,JaimeBSmythe@fleckens.hu,904-550-6865,78,7/3/1941,594-79-8111,B-,Perennial Allergic Conjunctivitis
Renetta,female,1452 Mulberry Lane,West Palm Beach,Florida,United States,RenettaJWarren@rhyta.com,561-804-6362,49,8/18/1970,262-87-5334,B+,Breast Cancer / Carcinoma
Miles,male,236 Daffodil Lane,Arlington,Virginia,United States,MilesLMcDonald@einrot.com,703-510-7161,50,2/21/1969,691-05-9599,A+,rheumatic heart disease
Robert,male,1835 Hannah Street,Charlotte,North Carolina,United States,RobertDOzment@teleworm.us,828-427-5842,51,1/12/1969,681-05-2702,O+,Hyperemesis gravidarum
Marty,male,1225 Lake Floyd Circle,Hagerstown,Maryland,United States,MartyDKeller@armyspy.com,301-991-0058,36,4/18/1983,215-46-0780,A+,Parkinson's Disease
Oscar,male,3948 Michael Street,Houston,Texas,United States,OscarSParsons@superrito.com,713-772-5097,81,10/19/1938,638-10-5663,A+,lactose intolerance
Samantha,female,40 Front Street,KNOCKSHARRY,,United Kingdom,SamanthaJWelsh@superrito.com,077 2513 9025,54,3/16/1965,XB 69 71 91 D,B+,Chalazion
Steven,male,2382 Chenoweth Drive,Shelbyville,Tennessee,United States,StevenEThomas@einrot.com,931-619-3952,45,3/29/1974,758-01-1333,O+,Infertility
Ruth,female,3 Essex Rd,TARBERT,,United Kingdom,RuthGBurns@cuvox.de,077 8404 9957,21,3/28/1998,GL 01 99 38 A,A-,Brucellosis
Robert,male,35 Front Street,KNOWL HILL,,United Kingdom,RobertJTibbetts@jourrapide.com,078 3235 1563,62,11/4/1957,YS 42 39 60,A+,Postpartum haemorrhage
Randy,male,56 Northgate Street,BICESTER,,United Kingdom,RandyBWhittle@rhyta.com,070 0034 9682,40,7/4/1979,MB 98 15 75,A+,Myopia
Donald,male,93 Thames Street,BOHORTHA,,United Kingdom,DonaldOLobel@dayrep.com,077 2095 2572,33,5/26/1986,XT 80 39 17,B+,Ligneous Conjunctivitis
Edwin,male,20 West Lane,DANDERHALL,,United Kingdom,EdwinLWilliams@superrito.com,077 0368 5494,26,10/14/1993,EC 19 51 06 A,A+,Early pregnancy loss
Travis,male,3125 Wood Street,Mount Pleasant,Michigan,United States,TravisWFoss@einrot.com,989-203-7311,66,6/2/1953,372-11-5356,AB+,Band Shaped Keratopathy
James,male,89 Argyll Street,STAINTON,,United Kingdom,JamesCPhillips@einrot.com,070 8205 2536,46,2/6/1974,TS 81 81 58 C,O+,Band Shaped Keratopathy
Norma,female,2282 Modoc Alley,Pocatello,Idaho,United States,NormaJBell@cuvox.de,208-251-1120,79,5/7/1940,519-57-3347,B+,Gastro-Esophageal Reflux Disease (GERD)
Velma,female,76 Nenthead Road,HIGH RODING,,United Kingdom,VelmaFMcGurk@einrot.com,077 7164 9958,31,1/16/1989,WP 95 26 95 A,A+,Atopic Keratoconjunctivitis
Ruby,female,3738 Stoneybrook Road,Cocoa,Florida,United States,RubyHWalsh@teleworm.us,321-632-1487,33,11/22/1986,265-71-2555,B+,Polycystic ovary syndrome (PCOS)
Brian,male,3 Uxbridge Road,SLINDON,,United Kingdom,BrianRWegman@gustr.com,077 8265 1781,53,9/11/1966,LN 66 12 92 C,B+,Middle East respiratory syndrome coronavirus (MERS‐CoV)
Michael,male,85 Ramsgate Rd,WILMSLOW,,United Kingdom,MichaelDChildress@einrot.com,078 3207 5317,82,5/19/1937,CG 14 41 86 B,O+,Tooth Sensitivity
Minerva,female,95 Warren St,WEST BUCKLAND,,United Kingdom,MinervaJBaker@fleckens.hu,078 0735 6845,63,7/10/1956,OJ 65 41 15,A-,Post-herpetic neuralgia
George,male,4185 Driftwood Road,Los Gatos,California,United States,GeorgeBSmith@armyspy.com,408-358-7336,25,10/26/1994,566-60-6091,O+,Crimean-Congo haemorrhagic fever (CCHF)
Ida,female,99 Roman Rd,LEGSBY,,United Kingdom,IdaVSpann@teleworm.us,077 6190 7259,38,10/3/1981,MM 21 43 02 D,O-,Keratosis Pilaris
Billie,female,39 Ivy Lane,WALTHAM ST LAWRENCE,,United Kingdom,BillieMCabrera@fleckens.hu,079 2949 3863,77,7/10/1942,NG 55 38 35 B,O+,Seasonal Allergic Conjunctivitis
Barbra,female,28 Worthy Lane,MAWLA,,United Kingdom,BarbraGLane@superrito.com,079 3213 1834,83,11/25/1936,XA 39 18 46 A,O+,Abnormal uterine bleeding
Geraldine,female,80 Caxton Place,BWLCH DERWIN,,United Kingdom,GeraldineDWalkup@armyspy.com,079 5651 6802,82,11/27/1937,PH 24 39 97 B,O+,Pericarditis
James,male,41 Scrimshire Lane,ASWARDBY,,United Kingdom,JamesMHunter@armyspy.com,078 1724 9380,39,7/19/1980,JA 02 05 17 D,A+,Factitious Keratoconjunctivitis
Jeanne,female,15 Tonbridge Rd,CONGASH,,United Kingdom,JeanneJAsberry@armyspy.com,078 7649 7067,79,9/15/1940,JK 07 94 43 B,A+,Photophthalmia
Myrta,female,2083 Hiney Road,Las Vegas,Nevada,United States,MyrtaWChavez@einrot.com,702-244-1419,76,4/6/1943,530-25-4850,B+,Alcoholism
Martin,male,36 Caerfai Bay Road,TAYNTON,,United Kingdom,MartinDBentley@armyspy.com,070 6196 7036,20,9/26/1999,LE 06 28 54 C,O-,Mastitis
Robert,male,83 Ermin Street,WROXETER,,United Kingdom,RobertKNewby@gustr.com,079 0730 1692,48,7/28/1971,AY 43 34 87 B,O+,Acute encephalitis syndrome
Julie,female,1598 Mercer Street,Jump River,Wisconsin,United States,JulieWSaunders@armyspy.com,715-668-6211,19,12/22/2000,394-14-7564,B+,Anaemia
Mamie,female,2978 Edwards Street,New Bern,North Carolina,United States,MamieJRizo@gustr.com,252-639-3128,57,8/13/1962,246-73-7813,B+,Spinal cord Injury
Carol,female,569 Waterview Lane,Santa Fe,New Mexico,United States,CarolRSeymour@cuvox.de,505-471-8638,68,3/24/1951,585-76-7950,A+,Epiblepharon
Patricia,female,86 Horsefair Green,OLD STRATFORD,,United Kingdom,PatriciaKMarch@superrito.com,078 6902 5569,38,7/7/1981,OL 46 57 86 A,B+,Frost Bite
Jerry,male,2070 Hedge Street,Jersey City,New Jersey,United States,JerryBBass@gustr.com,908-690-4733,29,8/16/1990,138-70-2942,B+,Chikungunya Fever
Rita,female,3595 Brooke Street,Houston,Texas,United States,RitaJWarfield@teleworm.us,713-722-4353,23,6/4/1996,639-60-4646,A+,Steatoblepharon
Ralph,male,23 Farburn Terrace,LITTLE OAKLEY,,United Kingdom,RalphKBaldwin@rhyta.com,079 7902 1709,61,10/19/1958,WA 82 72 69,B+,Infertility
Carol,female,91 Malcolm Rd,LLANFAIR-ORLLWYN,,United Kingdom,CarolMSherman@fleckens.hu,070 3335 2281,60,8/5/1959,AZ 87 72 53,B+,Spheroidal Degeneration
Eddie,male,2 Clasper Way,HERTFORD HEATH,,United Kingdom,EddieDTwiggs@cuvox.de,078 2839 8412,30,11/11/1989,TK 99 39 92 B,O+,Band Shaped Keratopathy
Bernard,male,1531 Rebecca Street,Lincolnshire,Illinois,United States,BernardPGomez@fleckens.hu,847-793-9996,23,10/11/1996,342-02-0380,O+,Dacryocystitis
John,male,3719 Carriage Court,Los Angeles,California,United States,JohnPKemp@cuvox.de,760-428-9285,54,8/6/1965,621-42-9790,B+,Congenital Capillary Haemangioma of Eyelid
Bessie,female,2576 Frosty Lane,Endicott,New York,United States,BessieJBermudez@cuvox.de,607-754-7975,36,11/17/1983,056-30-5024,A+,Helminthiasis (Soil-transmitted helminth infections)
Mae,female,77 Leicester Road,AVONWICK,,United Kingdom,MaeDWilliams@superrito.com,079 3382 7049,81,7/16/1938,ZM 13 03 46 A,B+,Anxiety
Daniel,male,76 East Street,MARK,,United Kingdom,DanielLLee@armyspy.com,078 8406 1777,37,9/4/1982,ZS 98 36 53 B,O+,Alopecia (hair loss)
Belinda,female,15 Boroughbridge Road,BISTERNE,,United Kingdom,BelindaRHunter@fleckens.hu,079 8660 5208,75,4/24/1944,JP 34 49 17 A,O+,Neurotrophic Keratopathy
James,male,70 Harrogate Road,RUSHDEN,,United Kingdom,JamesEKennedy@fleckens.hu,078 4531 4590,47,1/24/1973,XZ 45 01 58,AB+,Factitious Keratoconjunctivitis
Gabriel,male,3100 Christie Way,Framingham,Massachusetts,United States,GabrielRBergerson@rhyta.com,978-760-5056,37,5/13/1982,013-48-8787,O+,Orbital Dermoid
Robert,male,7 High Street,ASHTEAD,,United Kingdom,RobertSSellers@fleckens.hu,070 0080 6384,32,6/15/1987,RN 95 86 27 A,A+,Ectropion
Robert,male,964 Reel Avenue,Farmington,New Mexico,United States,RobertCEdmondson@cuvox.de,505-326-6491,43,1/18/1977,525-38-2476,A+,Syphilis
Anthony,male,2124 Saint James Drive,Gap,Pennsylvania,United States,AnthonyRRoom@dayrep.com,717-442-0026,75,3/5/1944,169-30-1528,A+,Silicosis
Robert,male,75 Freezeland Lane,CRAICHIE,,United Kingdom,RobertCVernon@einrot.com,078 1032 3417,53,9/9/1966,SA 42 04 65 D,O+,Anthrax
William,male,24 City Walls Rd,CLOTTON,,United Kingdom,WilliamMIglesias@teleworm.us,078 6443 6787,80,8/30/1939,GW 30 52 19 B,A+,Scurvy
Bettie,female,40 Shore Street,STOKE ROW,,United Kingdom,BettieRSilverman@einrot.com,078 8222 3215,59,8/2/1960,AG 30 21 10 C,O+,Autism
Betty,female,4345 Adams Avenue,Frederick,Maryland,United States,BettyDStahr@teleworm.us,301-712-9636,79,5/10/1940,214-24-6308,O+,Tooth Sensitivity
Peter,male,2208 B Street,Saint Paul,Minnesota,United States,PeterEBrock@teleworm.us,651-642-6190,52,5/22/1967,476-20-8376,B+,Rubella
Alan,male,38 Park Avenue,LAZENBY,,United Kingdom,AlanPBrowning@rhyta.com,078 1314 9165,57,8/12/1962,TC 56 74 51 D,O+,Urticaria
Luz,female,88 Leicester Road,BABWORTH,,United Kingdom,LuzJStreet@rhyta.com,077 5323 7013,52,1/22/1968,PH 70 61 61 B,O+,Sarcoidosis
Walter,male,3411 Pinewood Avenue,Marquette,Michigan,United States,WalterMFerreira@fleckens.hu,906-676-0526,51,8/12/1968,367-04-3188,A+,Cavities
Julius,male,11 Walwyn Rd,CHATHAM,,United Kingdom,JuliusMBrown@einrot.com,077 8700 1694,68,4/23/1951,SL 96 07 74 D,B+,Turners Syndrome
Joe,male,937 Turkey Pen Lane,Dothan,Alabama,United States,JoeARoth@armyspy.com,334-545-6999,53,11/8/1966,416-28-1311,B+,Orbital Dermoid
Hazel,female,2336 Jim Rosa Lane,San Rafael,California,United States,HazelDMetcalf@einrot.com,415-825-4628,64,3/29/1955,553-93-1013,A-,Zika virus disease
Joseph,male,4283 Ocala Street,Orlando,Florida,United States,JosephGGagne@jourrapide.com,407-392-6032,60,10/12/1959,263-35-6015,O+,Orbital Cavernous Haemangioma
Courtney,female,3038 Fulton Street,Parsons,West Virginia,United States,CourtneyDEnglish@armyspy.com,304-478-7175,76,1/10/1944,234-70-8801,O+,Anxiety
Debra,female,44 Trinity Crescent,WEYDALE,,United Kingdom,DebraSDugas@fleckens.hu,079 6852 4817,83,5/27/1936,MA 25 63 76 C,O-,Atherosclerosis
John,male,87 Vicar Lane,SANDHURST,,United Kingdom,JohnDHalfacre@armyspy.com,077 0859 0371,70,2/20/1950,LB 37 85 76 D,A+,Trochlear Nerve Palsy
Harold,male,3807 Twin Willow Lane,Wilmington,North Carolina,United States,HaroldETinker@cuvox.de,910-443-9070,71,6/16/1948,689-07-2677,B+,Cough
Mark,male,2 Bridge Street,GOLDEN VALLEY,,United Kingdom,MarkJCreger@rhyta.com,079 3516 4558,40,7/15/1979,YY 24 68 21 C,O+,Hepatitis
Douglas,male,22 Sloe Lane,CUBBINGTON,,United Kingdom,DouglasPCooksey@fleckens.hu,070 3222 5595,53,4/28/1966,WB 25 10 30 B,O+,Trichiasis
David,male,45 Iolaire Road,NEW MILLS,,United Kingdom,DavidTTurner@cuvox.de,070 0160 3065,54,10/10/1965,BW 48 82 98 B,O-,Epidemic dropsy
Theresa,female,1488 Oak Avenue,Chicago,Illinois,United States,TheresaCLowery@dayrep.com,847-994-2980,43,11/23/1976,325-56-6001,O+,Tooth Sensitivity
Crystal,female,44 Sutton Wick Lane,BRIDGE SOLLERS,,United Kingdom,CrystalTBattle@superrito.com,079 3517 4744,44,5/31/1975,NR 50 14 34 A,AB+,Corneal Abrasion
Charles,male,4835 Myra Street,Bedford,Rhode Island,United States,CharlesEDesmarais@armyspy.com,401-526-1462,55,3/23/1964,036-40-9162,O+,Asbestos-related diseases
Monica,female,1661 Foley Street,Pompano Beach,Florida,United States,MonicaJWood@einrot.com,954-658-8495,46,10/16/1973,595-18-2605,A+,Sexually transmitted infections (STIs)
Michael,male,93 Boar Lane,SETTISCARTH,,United Kingdom,MichaelSMader@fleckens.hu,077 5407 6168,23,8/25/1996,KH 07 00 91,A+,Nausea
Bertha,female,82 Bootham Crescent,RINGSHALL,,United Kingdom,BerthaPBurke@superrito.com,078 7279 5541,34,10/23/1985,RW 20 30 05 B,B-,Dacryoadenitis
Michael,male,8 Carriers Road,CREDENHILL,,United Kingdom,MichaelJJohnson@dayrep.com,078 6510 9004,45,10/18/1974,NP 70 23 61 C,O+,Factitious Keratoconjunctivitis
Kevin,male,68 Castledore Road,TUNSTALL,,United Kingdom,KevinKPeck@rhyta.com,078 3367 4811,76,7/19/1943,XE 53 55 56 D,O+,Leishmaniasis/ Kala-azar
Ronald,male,7 Sea Road,LAKESIDE,,United Kingdom,RonaldRClark@cuvox.de,078 0389 8615,46,3/30/1973,WW 44 82 42 A,O+,Keratoconus
Lea,female,4893 Kinney Street,Amherst,Massachusetts,United States,LeaDBoone@jourrapide.com,413-549-5871,78,3/23/1941,030-22-8312,A+,Turners Syndrome
Nathaniel,male,14 Park Terrace,GERLAN,,United Kingdom,NathanielSAdame@teleworm.us,079 7588 7933,53,1/20/1967,LS 04 13 17 B,O+,Avian influenza in humans
Bessie,female,1 Hendford Hill,MOY,,United Kingdom,BessieJWalls@teleworm.us,078 0254 1605,84,12/22/1935,SA 33 93 32 D,O+,Adult Inclusion Conjunctivitis
Tanya,female,2070 Seneca Drive,Salem,Oregon,United States,TanyaDJohnson@teleworm.us,503-947-4006,67,7/18/1952,540-62-7252,B+,Toxic Keratoconjunctivitis
Walter,male,49 Harehills Lane,RUISLIP COMMON,,United Kingdom,WalterMStephenson@superrito.com,077 0874 8719,29,9/20/1990,CC 77 86 36,O-,Postpartum depression/ Perinatal depression
Ronald,male,4533 Aaron Smith Drive,Blue Ridge Summit,Pennsylvania,United States,RonaldAMaxwell@superrito.com,717-794-6845,85,4/13/1934,206-28-4813,A+,Sexually transmitted infections (STIs)
Kristian,female,1803 Emily Drive,Rock Hill,South Carolina,United States,KristianKWalters@rhyta.com,803-985-9583,34,4/7/1985,656-01-4671,O+,Ichthyosis
Raymond,male,86 Ross Road,MARLPIT HILL,,United Kingdom,RaymondEHarr@einrot.com,070 4984 7186,33,5/24/1986,JS 38 05 47 B,B+,Siderosis Bulbi
Mary,female,216 Better Street,Saint Joseph,Kansas,United States,MaryHMartinez@jourrapide.com,913-380-6469,30,12/24/1989,511-04-4075,AB+,Entropion
Maria,female,62 Ramsgate Rd,WILMINGTON,,United Kingdom,MariaMFregoso@armyspy.com,079 8220 4532,63,4/30/1956,TH 24 61 02 D,O+,Duane Retraction Syndrome
Stephanie,female,7 Bishopgate Street,SEATON,,United Kingdom,StephanieCWhitt@fleckens.hu,077 3832 9592,50,12/5/1969,TT 69 46 37 C,B+,Rabies
Catherine,female,1379 Pike Street,San Diego,California,United States,CatherineCBrown@cuvox.de,858-610-8886,82,5/25/1937,555-74-3086,O+,Preeclampsia
Gerald,male,1548 Sigley Road,Paxico,Kansas,United States,GeraldDGarcia@superrito.com,785-636-2021,24,4/20/1995,513-02-5724,B+,Haemophilia
Nicole,female,2651 Burnside Avenue,Salt Lake City,Utah,United States,NicolePNelson@dayrep.com,435-714-7387,74,10/30/1945,529-64-8776,B-,Child maltreatment (child abuse)
Robert,male,30 Circle Way,CALDER BRIDGE,,United Kingdom,RobertCPettit@gustr.com,070 6583 9418,22,2/14/1998,AA 68 95 68 A,A+,Diphtheria
Julia,female,1493 Romano Street,Waltham,Massachusetts,United States,JuliaJWells@superrito.com,781-392-8003,24,6/26/1995,033-80-5875,B+,West Nile fever
Robbie,female,4751 Kessla Way,Florence,South Carolina,United States,RobbieKScott@teleworm.us,843-353-2912,28,4/12/1991,657-10-9453,O-,Lymphoedema
Jacqueline,female,1430 Bruce Street,Maryland Heights,Missouri,United States,JacquelineSHess@jourrapide.com,314-363-6316,42,1/4/1978,487-15-1697,O+,lactose intolerance
Margaret,female,1125 Smith Street,Needham,Massachusetts,United States,MargaretDDenny@dayrep.com,508-780-7263,64,7/11/1955,027-20-4167,B+,Orbital Cavernous Haemangioma
Mary,female,80 Abbey Row,NYETIMBER,,United Kingdom,MaryDStabler@armyspy.com,070 2639 3915,32,11/21/1987,KM 99 27 40 C,O+,Guillain-Barré syndrome
Mary,female,41 Malcolm Rd,LLANFAIRFECHAN,,United Kingdom,MaryHSchwarz@cuvox.de,077 5790 7950,75,8/17/1944,RT 67 98 13 B,A+,Post Menopausal Bleeding
Douglas,male,12 Fosse Way,ARDKINGLAS HO,,United Kingdom,DouglasCSpaeth@cuvox.de,079 3087 4510,49,7/28/1970,SC 24 81 65,O+,Stroke
Robert,male,68 Harrogate Road,RUSKIE,,United Kingdom,RobertKJackson@einrot.com,077 1391 2190,54,11/22/1965,MS 98 44 81 A,A+,Puerperal sepsis
Carolyn,female,47 Argyll Street,STALISFIELD GREEN,,United Kingdom,CarolynPFetterman@teleworm.us,070 5416 4645,38,6/10/1981,ZS 45 76 08,B+,Ulcerative Colitis
Michael,male,936 Gateway Road,Tigard,Oregon,United States,MichaelAJones@rhyta.com,503-309-5497,38,7/6/1981,544-34-0406,A+,Pellucid Marginal Degeneration
Donald,male,99 Kendell Street,SHELDERTON,,United Kingdom,DonaldJThomas@einrot.com,078 8275 5437,79,3/25/1940,AB 99 14 08 A,A+,Sexually transmitted infections (STIs)
Josephine,female,67 Jubilee Drive,CATTON,,United Kingdom,JosephineSRosado@superrito.com,079 0866 3577,71,1/28/1949,GL 74 77 77 A,A+,Insomnia
Sarah,female,26 Well Lane,PARRACOMBE,,United Kingdom,SarahWSolomon@einrot.com,079 0618 7499,25,11/2/1994,ZJ 58 76 42 C,A+,Chalcosis
Laurel,female,70 Hindhead Road,EAST COKER,,United Kingdom,LaurelMWilliamson@rhyta.com,078 0415 6828,46,8/18/1973,WW 76 00 46 B,O-,Trachoma
Howard,male,2324 Green Acres Road,Rocky Mount,North Carolina,United States,HowardPAyala@jourrapide.com,252-490-3729,70,12/30/1949,689-07-9435,B+,Kala-azar/ Leishmaniasis
Bonnie,female,22 Manor Close,DIPPIN,,United Kingdom,BonnieRAllen@fleckens.hu,079 2590 4029,47,11/20/1972,RC 06 58 66 B,A+,Bedsores
Delois,female,98 Russell Rd,SHERBORNE,,United Kingdom,DeloisDHardwick@gustr.com,077 2806 8231,34,11/13/1985,RJ 77 74 96 B,O+,Malocclusion
Jean,female,10 Warner Close,HATCH,,United Kingdom,JeanJMcNally@rhyta.com,077 0979 9936,71,1/24/1949,NR 70 30 09 D,B+,Mastitis
Eric,male,2399 Haven Lane,East Lansing,Michigan,United States,EricLThaxton@jourrapide.com,517-684-3924,19,5/25/2000,377-03-6124,A+,Thalassaemia
Teresa,female,2749 Five Points,Easton,Maryland,United States,TeresaTMalloy@fleckens.hu,443-215-6639,83,1/27/1937,219-28-5952,B+,Solar Retinopathy
David,female,87 Ploughley Rd,TOLPUDDLE,,United Kingdom,DavidGSmith@armyspy.com,070 5537 6533,27,8/3/1992,HH 99 43 80 C,O+,Hypervitaminosis A
Brian,male,3783 Wilkinson Court,Marco Island,Florida,United States,BrianCLamb@gustr.com,239-642-8384,29,5/16/1990,594-07-3629,A+,Puerperal sepsis
Warren,male,3796 Barfield Lane,Indianapolis,Indiana,United States,WarrenLBouchard@teleworm.us,317-525-0777,20,7/30/1999,316-98-2628,O+,Rheumatic fever
Edward,male,5 Golf Road,SWETTENHAM,,United Kingdom,EdwardMRinehart@gustr.com,079 5632 7835,68,5/7/1951,PA 84 09 29 D,AB+,Lead poisoning
Mary,female,4012 Walnut Avenue,Lewiston,Idaho,United States,MaryHHill@cuvox.de,208-791-6824,50,8/2/1969,518-07-2452,O+,Blindness
Amos,male,18 Grenoble Road,BREACHWOOD GREEN,,United Kingdom,AmosKMcGregor@jourrapide.com,078 5731 9284,79,7/17/1940,YA 13 21 33 C,O-,Bronchitis
David,male,3285 Michigan Avenue,Pittsburgh,Pennsylvania,United States,DavidEBurriss@superrito.com,724-687-2776,51,1/17/1969,172-68-0492,O+,Superior Limbic Keratoconjunctivitis
Alyson,female,39 East Street,MARCHWIEL,,United Kingdom,AlysonJHansen@einrot.com,079 4368 7614,68,12/27/1951,OC 67 37 42 C,O+,Chickenpox
Annie,female,536 Hott Street,Oklahoma City,Oklahoma,United States,AnnieTMoore@gustr.com,405-664-5116,47,2/10/1973,448-40-7163,O-,Filamentary Keratitis
Robin,female,92 Leicester Road,AULDEARN,,United Kingdom,RobinPEllis@fleckens.hu,077 4344 7131,62,3/23/1957,KT 34 71 50 A,B+,Glaucoma
Martha,female,67 Layburn Court,TRAQUAIR,,United Kingdom,MarthaJHicks@rhyta.com,079 8434 6640,70,5/10/1949,AW 03 22 24 C,A+,Nipah virus infection
Rod,male,42 Bootham Crescent,RIGSIDE,,United Kingdom,RodJBroom@dayrep.com,077 7579 4448,79,12/11/1940,JW 95 46 77 D,O+,Chemical Injuries to the Eyes
Cynthia,female,37 Fulford Road,PENTRE GWENLAIS,,United Kingdom,CynthiaWWalker@fleckens.hu,070 3621 3266,82,8/17/1937,EW 31 66 76,A+,Quinsy
Derrick,male,3414 Red Maple Drive,Hollywood,California,United States,DerrickJColeman@einrot.com,323-467-4819,43,7/9/1976,546-69-0206,O+,Dermatochalasis
Lucy,female,347 Todds Lane,San Antonio,Texas,United States,LucyWRamos@armyspy.com,210-450-1406,44,1/26/1976,466-54-7429,A+,Orbital Haemangiopericytoma
Lyle,male,32 North Promenade,DOUGLASTOWN,,United Kingdom,LyleJCarpenter@superrito.com,078 2650 5047,83,8/22/1936,WT 22 33 61 B,O+,Adult Inclusion Conjunctivitis
Eulalia,female,3234 Davis Lane,Englewood,Colorado,United States,EulaliaMMcDonnell@cuvox.de,720-368-3997,79,9/7/1940,524-76-6698,O+,Neuralgia
Cynthia,female,4334 Hedge Street,Bedminster,New Jersey,United States,CynthiaJHunter@jourrapide.com,908-658-2730,19,2/22/2000,142-07-0449,O+,Postpartum depression/ Perinatal depression
Cathy,female,2143 Hickory Lane,Washington,Washington DC,United States,CathyMAllison@cuvox.de,202-438-4345,42,3/7/1977,577-26-8071,B+,Ramsay-Hunt Syndrome
Alicia,female,87 London Road,COMPTON,,United Kingdom,AliciaLCuster@cuvox.de,077 8775 9212,69,9/3/1950,TW 83 38 16 D,A+,Myocardial Infarction (Heart Attack)
Gussie,female,97 Lairg Road,NEWCHURCH,,United Kingdom,GussieSHolland@armyspy.com,078 0837 5186,36,4/3/1983,RL 43 54 28,A+,Rabies
Charles,male,36 Stamford Road,ANNASIDE,,United Kingdom,CharlesPBrady@cuvox.de,077 8157 9818,51,6/30/1968,ZK 49 26 92,B+,Coronavirus disease 2019 (COVID-19)
Ray,male,2594 Grim Avenue,San Diego,California,United States,RayTBenton@dayrep.com,619-758-6269,41,6/19/1978,561-77-7917,A+,Scrub Typhus
Harry,male,49 Middlewich Road,FLISHINGHURST,,United Kingdom,HarryVAdkins@jourrapide.com,078 6609 6374,76,10/25/1943,CG 62 02 05 D,O+,Leptospirosis
Tracy,female,39 Sutton Wick Lane,BRIDGE OF WALLS,,United Kingdom,TracyJMachado@gustr.com,079 1844 8299,59,11/22/1960,OE 69 02 25 C,B+,Frey's Syndrome
